window,scenario,algorithm,test_start,test_end,basket_ofr,basket_lfr,basket_qfr,n_orders,n_lines,total_qty
30,large_scale,greedy_nominal,2016-09-25,2016-10-01,0.029927007299270073,0.06068407502758367,0.046294647626509026,1370,2719,3931.34
30,large_scale,greedy_robust,2016-09-25,2016-10-01,0.01824817518248175,0.050753953659433616,0.038918027949757586,1370,2719,3931.34
31,baseline,cpsat_nominal,2016-10-02,2016-10-08,0.061633281972265024,0.10858585858585859,0.08337156585613718,1298,2772,4054.14
31,baseline,cpsat_robust,2016-10-02,2016-10-08,0.053929121725731895,0.10317460317460317,0.07646504560769979,1298,2772,4054.14
31,baseline,dp_nominal,2016-10-02,2016-10-08,0.06702619414483821,0.11580086580086581,0.08929144035479782,1298,2772,4054.14
31,baseline,dp_robust,2016-10-02,2016-10-08,0.053158705701078585,0.10606060606060606,0.08016496716936268,1298,2772,4054.14
31,baseline,greedy_nominal,2016-10-02,2016-10-08,0.0485362095531587,0.09487734487734488,0.07449175410814625,1298,2772,4054.14
31,baseline,greedy_robust,2016-10-02,2016-10-08,0.046224961479198766,0.09271284271284272,0.06931186392181819,1298,2772,4054.14
31,high_volatility,cpsat_nominal,2016-10-02,2016-10-08,0.05084745762711865,0.10858585858585859,0.09447133054112586,1298,2772,4054.14
31,high_volatility,cpsat_robust,2016-10-02,2016-10-08,0.053929121725731895,0.10642135642135642,0.08682482598035589,1298,2772,4054.14
31,high_volatility,dp_nominal,2016-10-02,2016-10-08,0.05084745762711865,0.11219336219336219,0.09866457497767714,1298,2772,4054.14
31,high_volatility,dp_robust,2016-10-02,2016-10-08,0.054699537750385205,0.10786435786435787,0.08781147173013265,1298,2772,4054.14
31,high_volatility,greedy_nominal,2016-10-02,2016-10-08,0.0485362095531587,0.10353535353535354,0.08855145604246524,1298,2772,4054.14
31,high_volatility,greedy_robust,2016-10-02,2016-10-08,0.05007704160246533,0.0992063492063492,0.07868499854469752,1298,2772,4054.14
31,large_scale,cpsat_nominal,2016-10-02,2016-10-08,0.03852080123266564,0.06601731601731602,0.05105891755094792,1298,2772,4054.14
